☑️,ID товара,Артикул,Название,Категории,В наличии,Цена,Бренд,Основные характеристики,Дата добавления
false,339106266,78189,"Зрительная труба Leica APO-Televid 82, прямая, без окуляра","49484897, 49528553, 9171538, 9069711, 23771707, 24736567, 28787332, 9174948, 23771844",Да,279000.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106268,69539,Зрительная труба Meade Wilderness 15–45x65,"49484881, 49528553, 9171538, 9069711, 23771707, 28796793, 18788236, 28790010, 9174948, 23771844",Нет,23990.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106269,69540,Зрительная труба Meade Wilderness 20–60x100,"49484881, 49528553, 9174949, 9171538, 9069711, 23771707, 28790010, 9174948, 23771844",Нет,54990.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106271,69541,Зрительная труба Meade Wilderness 20–60x80,"49484881, 49528553, 23771844, 9174948, 9171538, 9069711, 23771707, 28790010",Нет,35490.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106274,73849,Зрительная труба Minox BLU 15–45x50,"49484881, 49528553, 23771707, 9171538, 9069711, 28787490, 9174948, 23771844",Нет,9060.0,,: Наклонный; : Водозащищенный; : 45,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106277,73850,Зрительная труба MINOX MD 16–30x50 W,"49484881, 49528553, 28787490, 9174948, 23771707, 9171538, 9069711, 23771844",Нет,46400.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106279,73851,Зрительная труба MINOX MD 62,"49528553, 28796793, 28787490, 9174948, 23771707, 9171538, 9069711",Нет,40980.0,,: Водонепроницаемый; : Аргоном; : 20,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106281,73852,Зрительная труба Minox MD 62 W,"49484881, 49528553, 23771707, 9171538, 9069711, 28787490, 9174948, 23771844",Нет,45050.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106282,68798,Зрительная труба Nikon Prostaff 3 16–48x60,"49484897, 49528553, 9171538, 9069711, 23771707, 9174948, 28788369, 23771844",Нет,33640.0,,: Прямой; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106285,42503,Зрительная труба Nikon Prostaff 5 Fieldscope 60,"49484897, 49528553, 9171538, 9069711, 23771707, 9174948, 28788369, 23771844",Нет,32500.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106286,42504,Зрительная труба Nikon Prostaff 5 Fieldscope 60 Angled,"49484881, 49528553, 9171538, 9069711, 9174948, 23771707, 28788369, 23771844",Нет,26990.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106287,42505,Зрительная труба Nikon Prostaff 5 Fieldscope 82,"23771707, 49484881, 49528553, 9171538, 9069711, 9174948, 28788369, 23771844",Нет,34990.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106290,42506,Зрительная труба Nikon Prostaff 5 Fieldscope 82 Angled,"49484881, 49528553, 28796793, 9171538, 9069711, 23771707, 23771844, 9174948, 28788369",Нет,37990.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106291,70314,"Зрительная труба Redfield RAMPAGE KIT 20–60x60, прямой окуляр","49484897, 49528553, 23771707, 9171538, 9069711, 28796793, 9174948, 23771844",Нет,20540.0,,: Прямой; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106295,70315,"Зрительная труба Redfield RAMPAGE KIT 20–60x80, наклонный окуляр","49484881, 49528553, 9171538, 9069711, 23771707, 9174948, 23771844",Нет,41080.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106296,73853,Зрительная труба Sightron SII BL 20–60x85 HD-A,"49484881, 49528553, 23771707, 9171538, 9069711, 9174948, 28796793, 23771844",Нет,87090.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106298,73854,Зрительная труба Sturman 20–60x60,"49528553, 9171538, 9069711, 23771707, 28787507, 9174948, 23771844",Да,5790.0,,: Влагозащищенный; : Азотом; : 60,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106300,73855,Зрительная труба Sturman 25–75x75,"49484881, 49528553, 9171538, 9069711, 23771707, 28796793, 28787507, 9174948, 23771844",Нет,6090.0,,: Наклонный; : 75; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106301,81294,Зрительная труба Vixen Handy Eye 22x50,"49484881, 49528553, 23771707, 9171538, 9069711, 9174948, 28787531, 23771844",Да,11500.0,,: Наклонный; : Влагозащищенный; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106304,74736,Зрительная труба Vortex Diamondback 20–60x80 Angled (DBK-80A1),"49484881, 49528553, 23771844, 23771707, 9171538, 9069711, 9174948",Нет,53640.0,,: Наклонный; : Влагозащищенный; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,339106306,78700,"Зрительная труба ЛЗОС Турист 14–50x60, бронза","49484897, 49528553, 28796793, 9171538, 9069711, 9174943, 23771707, 28798943",Нет,9890.0,,: Прямой; : 50; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036335,7470,Зрительная труба Navigator 20-60x60 WP (штатив в комплекте),"49484897, 49528553, 23771707, 23771844, 9171538, 9069711, 18788236, 9174948, 28798812",Нет,9400.0,,: Прямой; : Влагозащищенный; : 20,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036345,11488,Зрительная труба Navigator 25-75x70 в комплекте со штативом,"49484881, 49528553, 23771707, 23771844, 9171538, 9069711, 28796793, 9174948, 28798812",Нет,11600.0,,: Наклонный; : 25; : 70,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036353,15463,Зрительная труба Firefield 20-60x60SE (FF11018K),"49484897, 23771844, 23771707, 49528553, 9171538, 9069711, 9174948",Нет,14210.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036361,15465,Зрительная труба Sightmark Solitude 20-60x60 SE (SM11031K),"49484897, 23771707, 23771844, 49528553, 9171538, 9069711, 9174948",Нет,18230.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036371,8591,Зрительная труба Nightforce TS-82™ w/20-70x Xtreme Hi-Def™ Angled SP101,"49484881, 49528553, 9171538, 9069711, 23771844, 23771707, 9174948",Нет,558980.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036378,13669,Зрительная труба Vortex Razor HD 27-60×85 Angeled поворотная (RS-85A),"49484881, 49528553, 9171538, 9069711, 28796793, 9174948, 23771707, 23771844",Нет,186690.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036385,14840,Зрительная труба Vortex Diamondback HD 20-60x85 угловая (DS-85А),"49484881, 23771844, 23771707, 49528553, 9171538, 9069711, 9174948",Нет,67620.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036392,4913112,Зрительная труба Swarovski ATS 20-60x80,"49484881, 49528553, 9171538, 9069711, 24099851, 23771844, 23771707, 9174948",Нет,189000.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036397,9597,Зрительная труба Swarovski STX 25-50x85,"23771707, 23771844, 49484897, 49528553, 9171538, 9069711, 24099851, 9174948",Нет,228000.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036408,9596,Зрительная труба Swarovski STX 30-70x95,"49484897, 49528553, 9171538, 9069711, 28796793, 24099851, 9174948, 23771844, 23771707",Нет,255450.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036420,6625,Зрительная труба Navigator 25-75x65 (штатив в комплекте),"49484881, 49528553, 9171538, 9069711, 23771707, 23771844, 9174948, 28798812",Нет,6160.0,,: Наклонный; : 25; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036430,6588,Зрительная труба Navigator 38-114x70 (штатив в комплекте),"49484881, 49528553, 9171538, 9069711, 28798812, 23771844, 9174948, 23771707",Нет,7580.0,,: Наклонный; : 38; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036445,95971,Зрительная труба Swarovski STX 25-60x85 наклонная,"49484897, 23771707, 23771844, 49528553, 9171538, 9069711, 24099851, 9174948",Нет,310830.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036454,10504,Зрительная труба Nightforce TS 20-60x80 с угловым окуляром Hi-Def (SP102),"49484881, 49528553, 9171538, 9069711, 23771844, 23771707, 9174948",Нет,167180.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036459,11366,"Зрительная труба Burris Spotter Signature HD 20-60x85 с наклонным окуляром,черно-коричневая (300102)","49484881, 49528553, 23771707, 23771844, 9174948, 9171538, 9069711",Нет,186160.0,,: Наклонный; : Водонепроницаемый; : Аргоном,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036467,11397,Зрительная труба Leupold GR 10-20x40 Compact Shadow Grayс прямым окуляром (120374),"49484897, 49528553, 23771707, 23771844, 9171538, 9069711, 24081444, 9174948",Нет,72240.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036474,11398,Зрительная труба Leupold GR 15-30x50 Compact Shadow Grayс прямым окуляром (120375),"49484897, 49528553, 9171538, 9069711, 24081444, 9174948, 23771707, 23771844",Нет,81230.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036482,11399,"Зрительная труба Leupold SX-1 Ventana 2 20-60x80 серо-черная, с прямым окуляром (170761)","49484881, 49528553, 23771707, 9174948, 23771844, 9171538, 9069711, 24081444",Нет,62530.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036491,11417,"Зрительная труба Leupold Mark 4 12-40x60 Mil Dot черная,с прямым окуляром (53756)","49484897, 49528553, 9171538, 9069711, 24081444, 28796793, 9174948, 23771844, 23771707",Нет,339980.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036499,11395,"Зрительная труба Leupold Mark 4 20-60x80 Mil Dot черная,с прямым окуляром (110825)","49484897, 49528553, 9171538, 9069711, 24081444, 23771707, 23771844, 9174948",Нет,314680.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036504,10253,"Зрительная труба Leupold Mark 4 20-60x80 TMR черная,с прямым окуляром (110826)","49484897, 49528553, 9171538, 9069711, 24081444, 9174948, 23771707, 23771844",Нет,314680.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036509,11360,Зрительная труба Hawke Endurance ED 12-36×50 Spotting Scope (56192),"49484881, 23771707, 23771844, 49528553, 9171538, 9069711, 9174948",Нет,30140.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036515,10209,Зрительная труба Swarovski АTX 25-60x85 угловая,"49484881, 49528553, 9171538, 9069711, 24099851, 23771844, 23771707, 9174948",Нет,310830.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036523,12403,Зрительная труба Swarovski АTX 30-70x95 угловая,"49484881, 49528553, 9174948, 23771707, 23771844, 9171538, 9069711, 24099851",Нет,343460.0,,: Наклонный; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036531,15241,"Тактическая зрительная труба Sightmark Latitude 20-60x80 XD, сетка Latitude 80-Tactical, MRAD, 1-ая фокальная плоскость (SM11034T)","49484897, 49528553, 9171538, 9069711, 23771707, 23771844, 9174948",Нет,122310.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,340036539,15464,"Тактическая зрительная труба Sightmark Latitude 15-45x60, сетка Latitude 60-Tactical, MRAD, 1-ая фокальная плоскость (SM11033T)","49484897, 49528553, 9171538, 9069711, 9174948, 23771707, 23771844",Нет,70070.0,,: Прямой; : Водонепроницаемый; : Азотом,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,343579351,73763,Монокуляр Bresser Zoomar 8–25x25,"9069711, 23926989, 9171787, 9174888, 9174900, 9171544, 26392241",Нет,8084.0,,: Влагозащищенный; : Bresser (Брессер); : 25,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,343608190,75518,Цифровой монокуляр ночного видения Bushnell 6x50 Equinox Z,"9174899, 9171785, 9069711, 23926965, 9174876, 9174900, 24372160, 9171544, 26605331, 23926915, 26392241",Нет,31950.0,,: Bushnell (Бушнелл); : Влагозащищенный; : IPX4,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,343697473,21202,Цифровой прибор ночного видения Bushnell Equinox 3х30,"9069711, 9174876, 23926965, 9174899, 23926915, 9171785, 24372160, 9171544, 26605331, 26392241",Нет,25200.0,,: IPX4; : –10...+40; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
